828	-47.5	-42.2
829	-50.2	-33.9
830	-50.8	-26.3
831	-49	-20.1
832	-45.2	-15.4
833	-39.7	-12.5
834	-33.1	-10.8
835	-26.2	-10
836	-19.7	-9.2
837	-14.4	-8.1
838	-11	-6.2
839	-9.5	-3.6
840	-10	-0.3
841	-11.8	3.4
842	-14.4	7.2
843	-17.2	10.6
844	-19.6	13.6
845	-21.5	16
846	-23.2	17.9
847	-25.2	19.3
848	-28.1	20.4
849	-31.9	21.4
850	-36.2	22.3
851	-40.1	22.9
852	-42.5	23.2
853	-43	22.6
854	-41.6	20.8
855	-39	17
856	-36	11
857	-33.9	2.6
858	-33.4	-8
859	-34.6	-20.2
860	-37.3	-33.2
861	-40.7	-45.6
862	-43.7	-56.3
863	-45.3	-64.5
864	-44.2	-69.5
865	-39.7	-71.2
866	-31.8	-70
867	-21.3	-66.2
868	-9.5	-60.8
869	1.8	-54.3
870	10.8	-47.3
871	16.5	-40.5
872	19.4	-34
873	21.2	-28
874	24	-22.6
875	28.9	-17.6
876	36.2	-13
877	45.3	-8.6
878	54.8	-4.6
879	63.2	-1
880	69	1.9
881	71.3	3.9
882	69.8	4.7
883	64.9	3.8
884	57.4	1.3
885	48.6	-3.2
886	39.7	-9.3
887	32	-17
888	25.8	-26
889	21.2	-35.9
890	17.3	-46.5
891	13.1	-57.3
892	7.4	-68
893	-0.6	-78.1
894	-10.7	-87.3
895	-21.8	-95
896	-32.1	-101
897	-40.4	-104.8
898	-45.8	-106.5
899	-48.4	-106
900	-48.2	-103.3
901	-46	-98.6
902	-42.3	-92
903	-37.7	-83.7
904	-32.1	-73.9
905	-25.8	-62.8
906	-18.4	-50.7
907	-10	-37.9
908	-0.5	-25.1
909	9.9	-12.8
910	20.7	-1.6
911	31.1	7.9
912	40.1	15.2
913	46.6	20.1
914	49.9	22.3
915	49.4	22.2
916	45.5	20.2
917	38.8	16.7
918	30.3	12.4
919	20.6	8
920	10.2	3.9
921	-0.9	0.6
922	-12.9	-1.9
923	-25.8	-3.6
924	-39.1	-4.7
925	-52.5	-5.4
926	-64.8	-5.9
927	-75.2	-6.4
928	-82.6	-6.9
929	-86.6	-7.3
930	-86.9	-7.6
931	-84.1	-7.6
932	-79	-7.3
933	-72.9	-6.5
934	-66.6	-5.5
935	-61.1	-4.4
936	-56.2	-3.4
937	-51.5	-3
938	-45.9	-3.5
939	-38.4	-5.1
940	-28.6	-7.9
941	-16.6	-12
942	-3.4	-17.2
943	9.5	-23.1
944	20.2	-29.5
945	27.5	-36
946	30.9	-42.2
947	30.4	-48.1
948	26.6	-53.3
949	20.8	-57.6
950	14.3	-60.9
951	8.5	-62.8
952	4.2	-63.1
953	1.7	-61.3
954	0.6	-57.4
955	0.4	-51.5
956	0.3	-43.8
957	-0.5	-35.1
958	-1.9	-26
959	-3.3	-17.4
960	-3.6	-10.1
961	-1.7	-4.6
962	3.2	-1.3
963	11.1	-0.2
964	21.1	-1.1
965	31.9	-3.7
966	41.5	-7.5
967	48.5	-12.1
968	52.2	-17.1
969	52.3	-22.4
970	49.4	-27.6
971	44.5	-32.7
972	38.7	-37.6
973	33	-42.2
974	27.9	-46.3
975	23.5	-49.6
976	18.8	-52
977	12.9	-53.1
978	4.7	-52.6
979	-6.2	-50.3
980	-19.3	-46.5
981	-33.3	-41.4
982	-46.5	-35.4
983	-57.3	-29.3
984	-64.5	-23.6
985	-67.5	-18.9
986	-66.7	-15.4
987	-62.9	-13.2
988	-57.4	-11.9
989	-51	-11.1
990	-44.5	-10.3
991	-38.6	-8.9
992	-33.5	-6.7
993	-29.3	-3.8
994	-25.8	-0.2
995	-22.5	3.4
996	-19.1	6.5
997	-15.4	8.8
998	-12.1	10.1
999	-9.9	10.3
1000	-10.3	9.8
